"","Row.names","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_symbol","biotype"
"90","ENSMUSG00000000902.14",6015.38350361557,-0.129623921295723,1.07466106727799,0.876637509190485,0.940425180399898,"Smarcb1","protein_coding"
"91","ENSMUSG00000000903.4",90.0713417995007,0.208475294749025,2.27840703747853,0.840012153673413,0.920648506126569,"Vpreb3","protein_coding"
"92","ENSMUSG00000000915.16",33.3759210628151,2.08224748198837,2.86532911117642,0.0983726471605545,NA,"Hip1r","protein_coding"
"93","ENSMUSG00000000916.16",2592.05327259455,-1.30255222292279,1.34515376758204,0.17243966496887,0.389227193361124,"Nsun5","protein_coding"
"94","ENSMUSG00000000934.10",24.0140104913865,-0.595906377144254,2.2937848353185,0.57463729129907,NA,"Top1mt","protein_coding"
"95","ENSMUSG00000000938.12",165.630061659987,-12.8422048427184,3.84087909473331,5.03839174510331e-08,3.56550189161811e-06,"Hoxa10","protein_coding"
"96","ENSMUSG00000000957.12",43986.428573839,8.21370708491883,1.59330808960286,2.11434725932801e-08,1.80998356111023e-06,"Mmp14","protein_coding"
"97","ENSMUSG00000000958.11",2350.52021648167,-1.09738055278754,1.4711655672833,0.267627645162253,0.504984847933642,"Slc7a7","protein_coding"
"98","ENSMUSG00000000959.8",1735.75266886088,-1.84397407494711,1.56185754203632,0.0796084258595372,0.23972863560255,"Oxa1l","protein_coding"
"99","ENSMUSG00000000976.14",2225.36040356824,-1.46020670618615,1.58011637615766,0.159949870655062,0.370761000878059,"Heatr6","protein_coding"
"100","ENSMUSG00000000982.6",71336.1494746173,0.408834742648642,1.06949977600839,0.623850360955265,0.801162158808051,"Ccl3","protein_coding"
"101","ENSMUSG00000000983.14",62.1481131101549,-0.966537506142829,2.23772574316931,0.384375236094723,0.615514429704237,"Wfdc18","protein_coding"
"102","ENSMUSG00000001016.13",2646.75939963176,1.08022830783304,1.53196763868537,0.283506996308528,0.520842292456738,"Ilf2","protein_coding"
"103","ENSMUSG00000001017.16",10654.1044597685,-1.32292564675094,1.25117099699534,0.150174431159455,0.357153863242584,"Chtop","protein_coding"
"104","ENSMUSG00000001018.16",3647.07333759525,-1.06679856323073,1.34557265520075,0.260562851050321,0.497012518220874,"Snapin","protein_coding"
"105","ENSMUSG00000001020.9",29105.4752108472,1.07542502488895,1.21475205963062,0.232222594858904,0.464839306888037,"S100a4","protein_coding"
"106","ENSMUSG00000001025.9",28337.8108755903,1.25431409248457,1.17059790451219,0.156359208460142,0.365906745547709,"S100a6","protein_coding"
"107","ENSMUSG00000001029.16",45.9016458425394,0.631599535054392,2.27553048782566,0.554232746952956,NA,"Icam2","protein_coding"
"108","ENSMUSG00000001034.18",2231.90159281053,-0.625938591797816,1.16365878759361,0.473810677105637,0.691556686004199,"Mapk7","protein_coding"
"109","ENSMUSG00000001036.18",596.898434983646,-0.940870497834586,1.58512108436416,0.354201285907697,0.586413219770328,"Epn2","protein_coding"
"110","ENSMUSG00000001052.16",9344.85921928487,0.65585224826501,1.10425259724065,0.44037092484603,0.662754128624984,"Sec24b","protein_coding"
"111","ENSMUSG00000001054.10",624.497409537705,-3.83234059066247,2.21129922780007,0.00717014531572544,0.048416725525716,"Rmnd5b","protein_coding"
"112","ENSMUSG00000001056.4",4360.75865346393,-0.922988776344293,1.13842335930005,0.287052861127051,0.523460938131531,"Nhp2","protein_coding"
"113","ENSMUSG00000001062.19",3073.42257417131,-2.49269844137099,1.46217656124789,0.0169215226821727,0.0880499819957172,"Vps9d1","protein_coding"
"114","ENSMUSG00000001065.16",101.277627709086,-0.396054336152164,1.81870481222525,0.702729520565513,0.849078365268774,"Zfp276","protein_coding"
"115","ENSMUSG00000001082.13",4010.49427267191,-0.333900146627909,1.40058113988373,0.724660531855044,0.862037631218726,"Mfsd10","protein_coding"
"116","ENSMUSG00000001089.15",5235.69050115147,-2.1619192008679,1.60662360742863,0.0460799423859482,0.171929205070946,"Luzp1","protein_coding"
"117","ENSMUSG00000001098.16",289.515761065876,1.74342390733781,2.12953163988535,0.144157450266236,0.349288138456082,"Kctd10","protein_coding"
"118","ENSMUSG00000001100.11",561.030128274136,-2.07708491495582,1.88705643814156,0.0753969209557576,0.23231881449793,"Poldip2","protein_coding"
"119","ENSMUSG00000001105.16",2760.53568449246,0.491308320883095,1.12178222178269,0.566012904358982,0.76120955020532,"Ift20","protein_coding"
"120","ENSMUSG00000001119.8",43.0708540419,2.19690259683728,2.91676836426417,0.0855223086092005,NA,"Col6a1","protein_coding"
"121","ENSMUSG00000001120.16",31.7123305570664,1.15895602985636,2.47769929093429,0.301758578449769,NA,"Pcbp3","protein_coding"
"122","ENSMUSG00000001123.16",23785.7661325862,0.14659651932362,1.06777732688239,0.860159343780983,0.931407878632575,"Lgals9","protein_coding"
"123","ENSMUSG00000001127.13",14216.1549621482,0.892627767971412,1.30348097763467,0.336814710197428,0.57067648024672,"Araf","protein_coding"
"124","ENSMUSG00000001128.8",106510.683591718,-0.432000251012179,1.0915004520264,0.608404709990293,0.790479314142834,"Cfp","protein_coding"
"125","ENSMUSG00000001131.12",374.486489133635,1.26757376998302,2.08184240991475,0.264749684885157,0.502277677056233,"Timp1","protein_coding"
"126","ENSMUSG00000001134.10",45.1356296029301,-1.08649655397088,2.42916251313551,0.330258234666404,NA,"Uxt","protein_coding"
"127","ENSMUSG00000001138.14",1100.91737680999,-0.858588958881021,1.35469897393241,0.363928356578917,0.595881459985378,"Cnnm3","protein_coding"
"128","ENSMUSG00000001143.14",2023.19224721581,-0.242098283988719,1.17104435957152,0.781666394367309,0.892672272857342,"Lman2l","protein_coding"
"129","ENSMUSG00000001150.8",1187.44899651542,-1.80406382834699,1.74990012833727,0.103959485334565,0.284195193619988,"Mcm3ap","protein_coding"
"130","ENSMUSG00000001151.11",2348.90329532632,0.1688691961762,1.24062552221019,0.850782888366236,0.926191643898747,"Pcnt","protein_coding"
"131","ENSMUSG00000001156.10",23342.7024432727,1.76907170671506,1.21728766693554,0.0529898240667344,0.187749011242855,"Mxd1","protein_coding"
"132","ENSMUSG00000001157.14",1354.39523644578,1.01961453742077,1.54976395297227,0.31253536675357,0.548246344445147,"Gmcl1","protein_coding"
"133","ENSMUSG00000001158.14",10636.949793058,0.92791467304057,1.18337502307458,0.294642492121133,0.531096969581564,"Snrnp27","protein_coding"
"134","ENSMUSG00000001166.18",1610.18926765992,0.400971755573746,1.41415179109596,0.673879420006598,0.832545396109175,"Oas1c","protein_coding"
"135","ENSMUSG00000001173.16",6169.39456322875,-0.122175982837094,1.2123094981126,0.890546854930875,0.947407516203264,"Ocrl","protein_coding"
"136","ENSMUSG00000001175.17",284890.151052451,0.409429234026774,1.07251445341861,0.623888723084969,0.801162158808051,"Calm1","protein_coding"
"137","ENSMUSG00000001211.16",9853.94737260778,-3.40529938657384,1.68772561326644,0.00434258987494391,0.0332587240422291,"Agpat3","protein_coding"
"138","ENSMUSG00000001227.13",198.661668479276,-1.06817721903356,1.80204620345556,0.319537919252067,0.554865861747209,"Sema6b","protein_coding"
"139","ENSMUSG00000001228.15",225.047917399557,0.418099566639747,1.78432242666321,0.685831018278617,0.839466091323452,"Uhrf1","protein_coding"
"140","ENSMUSG00000001229.10",5860.66520618277,2.90818519244481,1.51855237403116,0.00756942527491919,0.0503474580717531,"Dpp9","protein_coding"
"141","ENSMUSG00000001247.17",361.596639443554,0.758499016190604,1.43895234557335,0.433604571530468,0.657436441479205,"Lsr","protein_coding"
"142","ENSMUSG00000001248.16",5513.63003601602,-2.57162464483474,1.53118188993862,0.0168692632949709,0.0878641952287123,"Gramd1a","protein_coding"
"143","ENSMUSG00000001249.15",303.372874325069,-1.10215791511274,1.73500785531894,0.298782064602264,0.534835011088201,"Hpn","protein_coding"
"144","ENSMUSG00000001270.10",19749.5613826345,0.436946394191878,1.06586166514479,0.599557282934003,0.7838062411213,"Ckb","protein_coding"
"145","ENSMUSG00000001280.14",6368.42651294494,-1.69800233218742,1.38147825973438,0.0832695307930062,0.247073206008736,"Sp1","protein_coding"
"146","ENSMUSG00000001281.11",11257.4919153678,7.15916738163763,1.52107028374352,2.43170568983659e-07,1.36574369828653e-05,"Itgb7","protein_coding"
"147","ENSMUSG00000001285.13",2505.87639207424,0.51219737440176,1.13838150771223,0.552774796629383,0.751933293457188,"Myg1","protein_coding"
"148","ENSMUSG00000001288.16",21018.944961456,1.70007692620591,1.36619908280619,0.0810660071173228,0.242535418700784,"Rarg","protein_coding"
"149","ENSMUSG00000001289.13",22353.5848320863,-0.0880496062136152,1.08997412072088,0.916654061423643,0.9591210312481,"Pfdn5","protein_coding"
"150","ENSMUSG00000001300.17",74.9812923510266,0.679561001006207,2.31450230519741,0.524987744586747,0.731907658101959,"Efnb2","protein_coding"
"151","ENSMUSG00000001305.6",3572.25363257025,5.47912052500062,1.61039322311291,3.96557431572022e-05,0.000903316982003652,"Rrp15","protein_coding"
"152","ENSMUSG00000001313.13",238.895332919341,-2.19290287590943,2.52829331169601,0.0915028300128281,0.261138563243555,"Rnd2","protein_coding"
"153","ENSMUSG00000001323.18",1003.83173722317,-8.54817036758464,1.9502043453537,5.62962094261105e-07,2.87353587621748e-05,"Srr","protein_coding"
"154","ENSMUSG00000001348.16",5887.92242337965,1.56190360355577,1.2149412011933,0.0857955298618032,0.251636652861118,"Acp5","protein_coding"
"155","ENSMUSG00000001366.15",1089.94462430994,1.43278970123376,1.42270141126963,0.146363847892902,0.351346052777737,"Fbxo9","protein_coding"
"156","ENSMUSG00000001376.18",18997.6360576316,-0.791971998486642,1.33542893182628,0.398368221683088,0.628459408126206,"Vps50","protein_coding"
"157","ENSMUSG00000001380.8",3565.67445567118,-2.39336987211329,1.44374842725441,0.0203250859184059,0.100116374489039,"Hars","protein_coding"
"158","ENSMUSG00000001383.10",13481.1673454223,0.717119618625936,1.16571356763116,0.412827738534338,0.640819106511726,"Zmat2","protein_coding"
"159","ENSMUSG00000001403.14",3185.68026032534,-0.38041074828794,1.32707079741013,0.681599567413435,0.837598912722113,"Ube2c","protein_coding"
"160","ENSMUSG00000001415.11",12807.1079156969,0.391664397806531,1.24432651090487,0.663661029030936,0.826033055251705,"Smg5","protein_coding"
"161","ENSMUSG00000001416.14",10938.271854497,-0.832341812389115,1.12421360375475,0.333139912063201,0.566802398870153,"Cct3","protein_coding"
"162","ENSMUSG00000001418.14",25229.0501920408,1.42833704755979,1.21034474442195,0.114375441642404,0.301597444503594,"Glmp","protein_coding"
"163","ENSMUSG00000001419.18",6785.97000056676,-0.53066013309772,1.32062608657372,0.567254699840287,0.762203625165145,"Mef2d","protein_coding"
"164","ENSMUSG00000001424.15",32031.8477653624,1.73865718336572,1.26570224458225,0.0628577036214812,0.208837096695469,"Snd1","protein_coding"
"165","ENSMUSG00000001436.16",64.0740900105297,-0.252242949888823,2.07735132580271,0.810279558857697,0.905857558428062,"Slc19a1","protein_coding"
"166","ENSMUSG00000001440.6",15160.5477422429,0.528901707190638,1.13960751821252,0.540191522082274,0.742460915833335,"Kpnb1","protein_coding"
"167","ENSMUSG00000001441.14",9144.10192021873,0.764052519260034,1.09999363246651,0.368197922585398,0.600371881450691,"Npepps","protein_coding"
"168","ENSMUSG00000001445.11",570.001893301839,-1.64438278129044,1.52821472293922,0.110767019880795,0.296044552811299,"Mrpl10","protein_coding"
"169","ENSMUSG00000001467.6",3977.88097822178,-3.07437435027986,1.56074813537602,0.00591872626203575,0.0423079321693667,"Cyp51","protein_coding"
"170","ENSMUSG00000001472.18",20222.7459132576,0.816613171516925,1.14902281676695,0.347998053228722,0.579632721641752,"Tcf25","protein_coding"
"171","ENSMUSG00000001473.8",63349.0747202905,-0.216995895312567,1.06656155600608,0.794176428419674,0.89874016926171,"Tubb6","protein_coding"
"172","ENSMUSG00000001482.16",1424.89675028625,1.81171763209426,1.78609673016837,0.105892613939382,0.287627967493998,"Def8","protein_coding"
"173","ENSMUSG00000001506.11",5251.90889294562,6.92290372313007,1.38299937017892,6.25830909759414e-08,4.25845840198473e-06,"Col1a1","protein_coding"
"174","ENSMUSG00000001517.15",654.772508911537,5.50340755437346,2.07091664481929,0.000385142829305218,0.00547294663062234,"Foxm1","protein_coding"
"175","ENSMUSG00000001518.13",1026.65817188119,-2.3115068051935,2.06051268376338,0.0611236251713341,0.205130344986946,"Itfg2","protein_coding"
"176","ENSMUSG00000001521.13",903.616427357837,-1.29721926789319,1.58671893706056,0.209209605660637,0.43655591981279,"Tulp3","protein_coding"
"177","ENSMUSG00000001524.15",514.93160331068,-0.18663901103879,1.37925209687684,0.842658775031721,0.922133113325723,"Gtf2h4","protein_coding"
"178","ENSMUSG00000001525.11",172167.407063072,0.752153356151237,1.14238608100446,0.385500291617092,0.616622836366247,"Tubb5","protein_coding"
"179","ENSMUSG00000001542.8",21483.7061725189,1.73657408943416,1.29494294129334,0.0666628492532667,0.21693014862766,"Ell2","protein_coding"
"180","ENSMUSG00000001552.15",13030.9635798982,-1.86302361826528,1.35277993205131,0.0558534700752839,0.193381054716028,"Jup","protein_coding"
"181","ENSMUSG00000001569.11",710.812377973507,1.00899789008311,1.37961563257132,0.29222874031787,0.528721336027644,"Nom1","protein_coding"
"182","ENSMUSG00000001576.16",2227.37845258955,0.114750219611588,1.27861009323772,0.899633664986481,0.952063828408894,"Ergic1","protein_coding"
"183","ENSMUSG00000001604.15",207.236718043057,3.22612661811096,2.6214517202368,0.0265445273296968,0.120004326066751,"Tcea3","protein_coding"
"184","ENSMUSG00000001627.13",289748.563080632,0.928625181515409,1.11526985509803,0.2786513969575,0.516210223159487,"Ifrd1","protein_coding"
"185","ENSMUSG00000001630.14",935.638032806696,1.95395167011841,1.48582223639024,0.0577155407345266,0.197310938775201,"Stk38l","protein_coding"
"186","ENSMUSG00000001632.17",30894.2582558322,2.73410946741632,1.66337978141393,0.0162952476157741,0.0856307195254663,"Brpf1","protein_coding"
"187","ENSMUSG00000001642.19",6776.81848468748,1.10029753340729,1.15426153819128,0.209009231352655,0.436310307149505,"Akr1b3","protein_coding"
"188","ENSMUSG00000001657.8",61.8403650344029,-0.0538256378095095,2.10597418478209,0.958933725440097,NA,"Hoxc8","protein_coding"
"189","ENSMUSG00000001665.12",864.358990886524,8.54583214990964,1.95447736327255,5.88179873604828e-07,2.94506101807323e-05,"Gstt3","protein_coding"
"190","ENSMUSG00000001666.9",1314.93100994588,-3.21163051779575,1.67006430019829,0.00616163682845685,0.0435168163233995,"Ddt","protein_coding"
"191","ENSMUSG00000001674.12",337.270385192787,0.703407638056174,1.45117660768998,0.468571652955322,0.686811391345035,"Ddx18","protein_coding"
"192","ENSMUSG00000001687.16",32928.2346471749,0.586285809626403,1.07447067136685,0.483513097160045,0.699664356833985,"Ubl3","protein_coding"
"193","ENSMUSG00000001700.11",404.025112639838,-2.19757356650304,1.82098383941174,0.0576474491610401,0.197205179775843,"Gramd3","protein_coding"
"194","ENSMUSG00000001707.9",780.464020945035,-0.31649302797485,1.37320314513802,0.736340175948672,0.868276407626127,"Eef1e1","protein_coding"
